,accountNumber,customerId,creditLimit,availableMoney,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,currentBalance,cardPresent,expirationDateKeyInMatch,accountOpenDate,transactionDateTime,currentExpDate,dateOfLastAddressChange
445247,983827833,983827833,7500.0,628.76,172.84,cheapfast.com,MEX,MEX,90,01,online_retail,462,462,583,PURCHASE,0,6871.24,False,False,2015-08-06 00:00:00,2016-07-16 04:05:52,2028-07-01 00:00:00,2015-08-06 00:00:00
425726,838085703,838085703,5000.0,2770.28,475.57,Regal Cinemas #729464,US,US,05,01,entertainment,625,625,4062,PURCHASE,0,2229.72,True,False,2015-09-24 00:00:00,2016-01-18 15:37:51,2031-12-01 00:00:00,2015-09-24 00:00:00
223899,990764813,990764813,20000.0,8104.97,196.31,EZ Putt Putt #551896,US,US,05,01,entertainment,910,910,4008,PURCHASE,0,11895.03,True,False,2015-01-10 00:00:00,2016-02-09 12:43:07,2030-01-01 00:00:00,2016-01-20 00:00:00
586355,773863988,773863988,5000.0,3896.96,3.95,NY BBQ,US,US,09,08,food,598,598,66,PURCHASE,0,1103.04,True,False,2014-12-29 00:00:00,2016-09-19 12:15:56,2019-09-01 00:00:00,2016-08-02 00:00:00
398371,835369335,835369335,2500.0,2480.64,543.81,AMC #692956,US,US,05,01,entertainment,472,472,7130,PURCHASE,0,19.36,True,False,2012-05-21 00:00:00,2016-07-02 02:51:34,2028-07-01 00:00:00,2016-05-04 00:00:00
317657,827583288,827583288,20000.0,16112.55,57.28,Texas Gas #983233,US,US,02,01,fuel,901,901,5312,PURCHASE,0,3887.45,True,False,2014-03-06 00:00:00,2016-09-25 18:34:21,2026-04-01 00:00:00,2014-03-06 00:00:00
501149,526828405,526828405,1000.0,348.35,55.69,Mobil Gas #445483,US,US,09,08,fuel,436,436,534,PURCHASE,0,651.65,True,False,2014-08-25 00:00:00,2016-10-08 04:04:51,2025-11-01 00:00:00,2016-03-26 00:00:00
331419,156947628,156947628,5000.0,418.63,23.26,amazon.com,US,US,02,01,online_retail,487,487,4432,PURCHASE,0,4581.37,False,False,2014-04-28 00:00:00,2016-07-08 18:34:47,2027-09-01 00:00:00,2016-02-25 00:00:00
575218,801168702,801168702,7500.0,5491.64,364.51,AMC #552863,US,US,90,01,entertainment,775,775,5634,PURCHASE,0,2008.36,True,False,2005-02-25 00:00:00,2016-09-26 23:01:47,2025-07-01 00:00:00,2016-08-03 00:00:00
85965,456044564,456044564,10000.0,2784.4,18.42,Five Guys #953952,US,US,05,01,fastfood,746,746,5658,PURCHASE,0,7215.6,True,False,2012-10-05 00:00:00,2016-06-20 22:42:18,2030-02-01 00:00:00,2016-06-20 00:00:00
106055,862111917,862111917,10000.0,9039.56,133.76,target.com,US,US,02,08,online_retail,655,655,2372,REVERSAL,0,960.44,False,False,2012-01-13 00:00:00,2016-10-31 11:23:39,2028-11-01 00:00:00,2012-01-13 00:00:00
292299,719873381,719873381,2500.0,866.88,216.73,Quizno's #13005,US,US,05,08,fastfood,986,986,2242,PURCHASE,0,1633.12,True,False,2015-12-22 00:00:00,2016-11-19 00:54:52,2019-07-01 00:00:00,2016-07-23 00:00:00
344800,976748358,976748358,7500.0,7328.91,40.12,Next Day Online Services,US,US,09,01,online_gifts,547,547,5014,PURCHASE,0,171.09,False,False,2012-08-10 00:00:00,2016-11-29 08:36:59,2024-08-01 00:00:00,2012-08-10 00:00:00
618713,644529402,644529402,50000.0,17837.75,14.15,Oklahoma City Post,US,US,05,01,subscriptions,232,232,5124,PURCHASE,0,32162.25,False,False,2013-04-01 00:00:00,2016-08-31 22:47:50,2022-02-01 00:00:00,2013-04-01 00:00:00
630082,706432641,706432641,2500.0,499.8,174.98,oldnavy.com,US,US,90,01,online_retail,403,403,6101,PURCHASE,0,2000.2,False,False,2014-05-18 00:00:00,2016-07-10 01:55:20,2024-09-01 00:00:00,2016-03-04 00:00:00
236402,372563955,372563955,10000.0,1744.35,7.74,Renaissance Hotel #173054,US,US,05,01,hotels,191,191,1147,PURCHASE,0,8255.65,True,False,2015-06-25 00:00:00,2016-09-17 23:27:26,2020-08-01 00:00:00,2015-06-25 00:00:00
188171,266796367,266796367,20000.0,17352.54,12.2,South Steakhouse #73819,US,US,09,08,food,674,674,8947,PURCHASE,0,2647.46,True,False,2014-03-11 00:00:00,2016-01-08 06:32:14,2026-05-01 00:00:00,2014-03-11 00:00:00
526233,115548402,115548402,5000.0,3089.62,4.44,AMC #74121,US,US,05,01,entertainment,925,925,731,PURCHASE,0,1910.38,True,False,2013-05-05 00:00:00,2016-06-18 05:43:06,2020-08-01 00:00:00,2016-05-13 00:00:00
115063,460693069,460693069,5000.0,1434.04,183.79,Popeyes #414406,US,US,05,01,fastfood,582,582,3577,PURCHASE,0,3565.96,True,False,2013-05-27 00:00:00,2016-10-16 11:56:52,2031-01-01 00:00:00,2016-06-25 00:00:00
189288,180659615,180659615,20000.0,19974.5,3.65,Play Store,US,US,09,01,mobileapps,355,355,9170,PURCHASE,0,25.5,False,False,2015-02-14 00:00:00,2016-06-23 12:55:52,2023-07-01 00:00:00,2015-02-14 00:00:00
179094,468441453,468441453,10000.0,6932.65,21.0,netflix.com,US,US,05,01,online_subscriptions,648,648,7014,PURCHASE,0,3067.35,False,False,2014-02-05 00:00:00,2016-10-05 23:53:28,2022-06-01 00:00:00,2016-07-29 00:00:00
584315,292687033,292687033,20000.0,8942.44,9.43,In-N-Out #659625,US,US,09,01,fastfood,895,895,8777,PURCHASE,0,11057.56,True,False,2014-02-06 00:00:00,2016-08-06 21:25:02,2024-11-01 00:00:00,2016-01-27 00:00:00
361435,158848043,158848043,2500.0,627.53,75.29,cheapfast.com,US,US,09,01,online_retail,153,153,8894,PURCHASE,0,1872.47,False,False,2015-04-25 00:00:00,2016-04-02 23:05:08,2029-02-01 00:00:00,2015-04-25 00:00:00
157039,387040271,387040271,5000.0,863.57,25.6,AMC #145832,US,US,80,08,entertainment,347,347,1972,PURCHASE,0,4136.43,True,False,2011-12-06 00:00:00,2016-08-24 17:45:32,2023-12-01 00:00:00,2016-07-14 00:00:00
235819,289187194,289187194,10000.0,3690.72,57.06,AMC #724446,US,US,09,01,entertainment,951,951,4976,PURCHASE,0,6309.28,True,False,2015-12-30 00:00:00,2016-07-02 06:40:46,2027-04-01 00:00:00,2015-12-30 00:00:00
486056,979440047,979440047,50000.0,49545.94,23.07,ebay.com,US,US,09,01,online_retail,948,948,5283,PURCHASE,0,454.06,False,False,2015-11-09 00:00:00,2016-09-21 00:32:23,2025-03-01 00:00:00,2015-11-09 00:00:00
46941,276502850,276502850,5000.0,4163.44,39.12,Fresh Online Services,US,US,05,01,online_gifts,490,490,245,PURCHASE,0,836.56,False,False,2014-01-09 00:00:00,2016-09-15 23:03:57,2026-09-01 00:00:00,2016-03-08 00:00:00
75880,692394892,692394892,2500.0,1944.11,35.45,Uber,US,US,09,01,rideshare,226,226,1141,REVERSAL,0,555.89,False,False,2015-10-03 00:00:00,2016-03-28 14:21:48,2024-08-01 00:00:00,2015-10-03 00:00:00
433440,437704390,437704390,20000.0,13145.6,152.06,sears.com,US,US,02,08,online_retail,951,951,589,PURCHASE,0,6854.4,False,False,2010-01-15 00:00:00,2016-12-20 01:53:45,2027-01-01 00:00:00,2016-12-10 00:00:00
504300,515073103,515073103,20000.0,19798.91,23.18,Mobile eCards,US,US,09,01,online_gifts,689,689,8201,PURCHASE,0,201.09,False,False,2014-11-03 00:00:00,2016-06-24 11:43:57,2032-01-01 00:00:00,2014-11-03 00:00:00
454389,751703158,751703158,15000.0,3374.29,50.65,Lyft,US,US,05,01,rideshare,297,297,7951,PURCHASE,0,11625.71,False,False,2014-04-11 00:00:00,2016-08-31 23:57:55,2026-01-01 00:00:00,2016-02-13 00:00:00
142779,903360157,903360157,50000.0,44412.02,121.57,EZ Putt Putt #240241,US,US,90,01,entertainment,722,722,7104,PURCHASE,0,5587.98,True,False,2015-03-28 00:00:00,2016-12-03 15:44:06,2022-06-01 00:00:00,2016-12-01 00:00:00
8834,753278309,753278309,5000.0,444.35,888.23,discount.com,US,US,09,01,online_retail,495,495,1091,PURCHASE,0,4555.65,False,False,2011-06-09 00:00:00,2016-07-09 00:34:42,2031-09-01 00:00:00,2016-05-03 00:00:00
169477,521168923,521168923,2500.0,641.63,230.51,Downtown BBQ,US,US,09,01,food,603,603,4084,REVERSAL,0,1858.37,True,False,2014-12-08 00:00:00,2016-03-21 16:00:12,2020-08-01 00:00:00,2014-12-08 00:00:00
60534,235721673,235721673,5000.0,3506.67,29.93,Krispy Kreme #643109,US,US,02,01,fastfood,397,397,9984,PURCHASE,0,1493.33,True,False,2013-06-15 00:00:00,2016-06-24 07:50:43,2022-10-01 00:00:00,2016-05-27 00:00:00
399544,769270186,769270186,10000.0,7708.47,77.44,South Steakhouse #485411,US,US,09,01,food,925,925,6098,PURCHASE,0,2291.53,True,False,2014-07-15 00:00:00,2016-10-03 08:49:31,2030-08-01 00:00:00,2014-07-15 00:00:00
7714,776174803,776174803,7500.0,5161.02,33.79,MyApron,US,US,05,01,food_delivery,185,185,8114,PURCHASE,0,2338.98,False,False,2013-10-19 00:00:00,2016-09-09 02:23:59,2028-10-01 00:00:00,2013-10-19 00:00:00
565998,144991614,144991614,15000.0,1240.69,62.89,Uber,US,US,05,01,rideshare,988,988,244,PURCHASE,0,13759.31,False,False,2015-06-08 00:00:00,2016-12-05 09:59:02,2021-12-01 00:00:00,2016-10-27 00:00:00
62694,884638318,884638318,7500.0,6857.41,163.61,Auntie Anne's #966901,US,US,09,01,fastfood,960,960,3020,PURCHASE,0,642.59,True,False,2014-12-10 00:00:00,2016-10-21 04:33:11,2027-04-01 00:00:00,2014-12-10 00:00:00
106930,504984179,504984179,15000.0,14754.06,21.76,abc.com,US,US,05,01,online_subscriptions,754,754,5829,PURCHASE,0,245.94,False,False,2012-09-17 00:00:00,2016-03-06 20:37:22,2023-04-01 00:00:00,2012-09-17 00:00:00
487722,752147633,752147633,5000.0,4951.19,15.6,abc.com,US,US,05,01,online_subscriptions,361,361,4609,PURCHASE,0,48.81,False,False,2014-12-20 00:00:00,2016-07-23 17:01:40,2019-12-01 00:00:00,2014-12-20 00:00:00
233162,251625315,251625315,10000.0,5040.58,662.12,KFC #339788,US,US,02,01,fastfood,410,410,913,PURCHASE,1,4959.42,True,False,2013-05-23 00:00:00,2016-01-31 23:07:50,2022-11-01 00:00:00,2013-05-23 00:00:00
586897,748967344,748967344,2500.0,2405.14,152.41,EZ Putt Putt #982199,US,US,09,08,entertainment,963,963,6624,PURCHASE,0,94.86,True,False,2012-08-09 00:00:00,2016-08-08 09:35:57,2026-04-01 00:00:00,2012-08-09 00:00:00
308779,278064853,278064853,500.0,368.35,0.66,discount.com,US,US,09,01,online_retail,676,676,7267,PURCHASE,0,131.65,False,False,2013-08-24 00:00:00,2016-04-25 16:52:17,2022-03-01 00:00:00,2016-04-11 00:00:00
41555,204339677,204339677,50000.0,41509.21,6.98,Apple iTunes,US,US,02,08,mobileapps,699,699,662,PURCHASE,0,8490.79,False,False,2015-01-30 00:00:00,2016-12-26 18:01:09,2023-07-01 00:00:00,2015-01-30 00:00:00
227657,510665730,510665730,5000.0,1399.32,144.45,West End Beauty #178111,US,US,05,01,personal care,947,947,8446,PURCHASE,0,3600.68,True,False,2015-12-01 00:00:00,2016-04-18 00:26:20,2018-08-01 00:00:00,2015-12-01 00:00:00
629488,787605715,787605715,5000.0,3392.06,191.92,Blue Mountain eCards,US,US,02,08,online_gifts,930,930,4583,PURCHASE,0,1607.94,False,False,2011-11-12 00:00:00,2016-06-02 12:40:18,2031-11-01 00:00:00,2016-02-24 00:00:00
279965,314506271,314506271,250.0,250.0,54.91,Wendys #940261,US,US,05,08,fastfood,815,815,2640,PURCHASE,0,0.0,True,False,2015-06-15 00:00:00,2016-10-14 16:55:28,2024-05-01 00:00:00,2016-08-13 00:00:00
348096,536859690,536859690,15000.0,10394.47,197.86,Wendys #578676,US,US,05,01,fastfood,951,951,9801,PURCHASE,0,4605.53,True,False,2015-08-08 00:00:00,2016-07-17 14:20:00,2021-03-01 00:00:00,2015-08-08 00:00:00
259107,281253442,281253442,5000.0,3676.31,260.56,staples.com,US,US,09,01,online_retail,301,301,9870,PURCHASE,0,1323.69,False,False,2014-11-15 00:00:00,2016-10-16 21:12:05,2031-10-01 00:00:00,2016-09-07 00:00:00
69471,451558212,451558212,10000.0,9612.39,52.55,Texas Gas #391017,US,US,02,01,fuel,610,610,7236,PURCHASE,0,387.61,True,False,2013-01-01 00:00:00,2016-12-17 18:43:10,2021-10-01 00:00:00,2013-01-01 00:00:00
462377,295580665,295580665,15000.0,14310.34,326.6,cheapfast.com,US,US,05,08,online_retail,116,116,2996,PURCHASE,0,689.66,False,False,2013-11-07 00:00:00,2016-08-12 20:22:41,2030-09-01 00:00:00,2016-05-27 00:00:00
628908,130005872,130005872,5000.0,995.5,42.5,Popeyes #895674,US,US,09,01,fastfood,249,249,6382,PURCHASE,0,4004.5,True,False,2015-09-09 00:00:00,2016-11-23 05:40:34,2028-08-01 00:00:00,2015-09-09 00:00:00
152467,450942127,450942127,10000.0,9632.8,14.94,discount.com,US,US,05,01,online_retail,891,891,7711,PURCHASE,0,367.2,False,False,2014-01-06 00:00:00,2016-11-16 16:51:39,2028-12-01 00:00:00,2014-01-06 00:00:00
513010,129625969,129625969,500.0,71.83,109.51,Dunkin' Donuts #201809,US,US,02,01,fastfood,666,666,3658,PURCHASE,0,428.17,True,False,2014-03-28 00:00:00,2016-05-31 19:36:11,2031-08-01 00:00:00,2014-03-28 00:00:00
243230,656845832,656845832,7500.0,2378.25,0.0,Taco Bell #263861,US,US,05,01,fastfood,231,231,4495,ADDRESS_VERIFICATION,0,5121.75,False,False,2014-08-15 00:00:00,2016-01-22 05:22:14,2028-09-01 00:00:00,2014-08-15 00:00:00
415688,832350956,832350956,15000.0,11649.36,31.61,Dunkin' Donuts #312136,US,US,05,08,fastfood,159,159,3147,PURCHASE,0,3350.64,True,False,2015-03-30 00:00:00,2016-02-04 22:47:05,2020-03-01 00:00:00,2015-03-30 00:00:00
447718,140105230,140105230,5000.0,5000.0,7.31,Apple iTunes,US,US,02,01,mobileapps,845,845,8504,PURCHASE,0,0.0,False,False,2015-01-15 00:00:00,2016-05-01 15:39:52,2026-03-01 00:00:00,2015-01-15 00:00:00
475638,560342035,560342035,7500.0,6711.3,0.0,Uber,US,US,02,01,rideshare,753,753,5131,ADDRESS_VERIFICATION,0,788.7,False,False,2012-04-14 00:00:00,2016-09-14 03:59:05,2021-05-01 00:00:00,2016-06-02 00:00:00
475689,167510840,167510840,1000.0,749.8,76.47,In-N-Out #409087,US,US,05,01,fastfood,192,192,1080,PURCHASE,0,250.2,True,False,2010-12-25 00:00:00,2016-01-16 01:11:49,2022-11-01 00:00:00,2010-12-25 00:00:00
82480,456044564,456044564,10000.0,6355.45,59.95,Best Bistro #262998,US,US,02,01,food,746,746,5658,PURCHASE,0,3644.55,True,False,2012-10-05 00:00:00,2016-01-17 02:11:14,2022-01-01 00:00:00,2016-01-10 00:00:00
524592,351357592,351357592,2500.0,1582.25,183.44,Uber,US,US,80,01,rideshare,964,964,5206,PURCHASE,0,917.75,False,False,2013-12-09 00:00:00,2016-01-22 08:42:38,2028-12-01 00:00:00,2013-12-09 00:00:00
215175,609152917,609152917,7500.0,1104.74,71.25,Next Day eCards,US,US,09,08,online_gifts,619,619,328,PURCHASE,0,6395.26,False,False,2014-11-17 00:00:00,2016-10-29 00:39:12,2031-10-01 00:00:00,2016-02-08 00:00:00
603380,156776418,156776418,7500.0,3379.08,109.03,Uber,US,US,05,01,rideshare,214,214,7369,PURCHASE,0,4120.92,False,False,2013-06-13 00:00:00,2016-08-11 08:57:46,2028-06-01 00:00:00,2016-05-03 00:00:00
300555,710868793,710868793,5000.0,2214.87,166.37,Mobile eCards,US,US,05,01,online_gifts,135,135,2631,PURCHASE,0,2785.13,False,False,2008-09-23 00:00:00,2016-12-01 07:13:16,2024-06-01 00:00:00,2008-09-23 00:00:00
50127,347028795,347028795,5000.0,4951.59,234.47,Hilton Hotels #132637,US,US,09,08,hotels,377,377,3016,PURCHASE,0,48.41,True,False,2015-09-03 00:00:00,2016-09-06 09:03:42,2019-11-01 00:00:00,2015-09-03 00:00:00
206436,689815792,689815792,250.0,187.18,94.75,Quizno's #942672,US,US,05,01,fastfood,586,586,3377,PURCHASE,0,62.82,True,False,2012-12-11 00:00:00,2016-06-20 02:00:33,2022-07-01 00:00:00,2012-12-11 00:00:00
107766,353215513,353215513,7500.0,2781.69,201.31,AMC #606218,US,US,09,01,entertainment,986,986,2705,PURCHASE,0,4718.31,False,False,2013-07-04 00:00:00,2016-01-09 12:13:14,2020-10-01 00:00:00,2013-07-04 00:00:00
447460,310565941,310565941,500.0,105.32,21.71,Renaissance Hotel #450302,US,US,09,01,hotels,531,531,2402,PURCHASE,0,394.68,True,False,2015-08-18 00:00:00,2016-11-25 10:43:06,2025-11-01 00:00:00,2015-08-18 00:00:00
288930,459291345,459291345,20000.0,3189.37,48.2,amazon.com,US,US,02,01,online_retail,904,904,2505,PURCHASE,0,16810.63,False,False,2012-12-18 00:00:00,2016-03-18 22:31:18,2021-10-01 00:00:00,2016-01-01 00:00:00
133695,670210704,670210704,15000.0,2942.04,33.69,Oklahoma City Times,US,US,05,01,subscriptions,425,425,3878,PURCHASE,0,12057.96,True,False,2012-05-09 00:00:00,2016-08-02 05:12:37,2022-10-01 00:00:00,2016-01-04 00:00:00
239947,877017103,877017103,5000.0,1178.59,26.17,Renaissance Hotel #499336,US,US,09,08,hotels,731,731,4690,PURCHASE,0,3821.41,True,False,2014-01-31 00:00:00,2016-06-04 07:48:20,2024-08-01 00:00:00,2016-05-17 00:00:00
226271,206666666,206666666,1000.0,496.72,67.48,Downtown Sandwitch Bar,US,US,02,08,food,310,310,5817,PURCHASE,0,503.28,True,False,2013-05-20 00:00:00,2016-01-29 13:24:41,2026-01-01 00:00:00,2013-05-20 00:00:00
303197,570476780,570476780,500.0,450.58,29.46,Taco Bell #975105,US,US,09,01,fastfood,993,993,2219,PURCHASE,0,49.42,True,False,2013-11-12 00:00:00,2016-11-21 04:30:34,2020-12-01 00:00:00,2016-01-16 00:00:00
504907,571622019,571622019,20000.0,6556.39,107.88,sears.com,US,US,05,01,online_retail,672,672,1338,PURCHASE,0,13443.61,False,False,2013-05-29 00:00:00,2016-03-16 19:28:38,2030-03-01 00:00:00,2013-05-29 00:00:00
540389,115214830,115214830,5000.0,2082.46,78.73,South Steakhouse #378389,US,US,09,01,food,422,422,1605,PURCHASE,0,2917.54,True,False,2015-06-11 00:00:00,2016-06-30 07:06:54,2029-11-01 00:00:00,2016-01-20 00:00:00
277381,314506271,314506271,250.0,52.61,0.0,Shake Shack #521870,US,US,09,01,fastfood,815,815,2640,ADDRESS_VERIFICATION,0,197.39,False,False,2015-06-15 00:00:00,2016-01-09 11:08:13,2021-05-01 00:00:00,2015-06-15 00:00:00
297829,452644374,452644374,2500.0,1495.09,98.94,Arbys #679319,US,US,05,08,fastfood,329,329,383,PURCHASE,0,1004.91,True,False,2010-12-18 00:00:00,2016-03-16 04:31:56,2022-03-01 00:00:00,2016-02-07 00:00:00
633949,753899906,753899906,5000.0,1910.51,46.92,apple.com,US,US,02,01,online_retail,720,720,2405,REVERSAL,0,3089.49,False,False,2015-08-11 00:00:00,2016-08-07 03:53:23,2019-01-01 00:00:00,2016-04-23 00:00:00
434229,422133103,422133103,50000.0,49246.86,208.66,cheapfast.com,US,US,02,01,online_retail,976,976,4991,PURCHASE,0,753.14,False,False,2015-07-19 00:00:00,2016-05-10 12:22:10,2022-06-01 00:00:00,2015-07-19 00:00:00
28673,165494748,165494748,5000.0,1308.47,78.52,Hilton Hotels #767030,US,US,09,01,hotels,955,955,755,PURCHASE,0,3691.53,True,False,2015-04-03 00:00:00,2016-06-10 09:43:03,2030-01-01 00:00:00,2015-04-03 00:00:00
228391,702171201,702171201,1000.0,158.61,102.22,Icelandic Airlines,CAN,CAN,02,01,airline,541,541,1600,PURCHASE,0,841.39,False,False,2015-09-22 00:00:00,2016-07-20 06:06:54,2030-12-01 00:00:00,2015-09-22 00:00:00
104681,629606479,629606479,7500.0,7413.12,32.43,AMC #79863,US,US,02,01,entertainment,176,176,2251,PURCHASE,0,86.88,True,False,2010-09-21 00:00:00,2016-02-06 02:22:49,2029-07-01 00:00:00,2010-09-21 00:00:00
121608,921157285,921157285,500.0,328.1,276.62,AMC #706324,US,US,05,01,entertainment,388,388,4301,PURCHASE,0,171.9,True,False,2013-11-28 00:00:00,2016-06-04 14:50:23,2026-08-01 00:00:00,2013-11-28 00:00:00
235005,712978513,712978513,5000.0,2455.82,25.65,gap.com,US,US,09,08,online_retail,609,609,1867,PURCHASE,0,2544.18,False,False,2015-02-25 00:00:00,2016-04-28 01:54:59,2022-07-01 00:00:00,2015-02-25 00:00:00
613075,963218003,963218003,5000.0,4638.12,206.97,AMC #145832,US,US,09,08,entertainment,708,708,9913,PURCHASE,0,361.88,True,False,2014-01-02 00:00:00,2016-01-24 18:20:19,2019-12-01 00:00:00,2014-01-02 00:00:00
126247,173544488,173544488,7500.0,1805.41,252.61,Regal Cinemas #276341,US,US,02,01,entertainment,711,711,460,PURCHASE,0,5694.59,True,False,2014-04-12 00:00:00,2016-08-30 15:17:34,2028-04-01 00:00:00,2016-05-28 00:00:00
571689,414094683,414094683,1000.0,321.24,86.6,Washington Tire,US,US,02,01,auto,675,675,2916,PURCHASE,1,678.76,True,False,2008-07-30 00:00:00,2016-10-06 12:00:11,2020-10-01 00:00:00,2016-02-07 00:00:00
599600,160665558,160665558,10000.0,9601.74,80.86,KFC #770193,US,US,05,08,fastfood,613,613,5376,PURCHASE,0,398.26,True,False,2013-06-01 00:00:00,2016-12-11 00:46:24,2025-08-01 00:00:00,2016-11-28 00:00:00
561763,901922840,901922840,20000.0,9930.19,70.37,Washington Post,US,US,02,01,subscriptions,713,713,1548,PURCHASE,0,10069.81,True,False,2013-09-09 00:00:00,2016-01-12 01:32:18,2019-12-01 00:00:00,2016-01-04 00:00:00
513790,583993169,583993169,10000.0,6144.91,59.39,Franks Cafe,US,US,05,08,food,983,983,3013,PURCHASE,0,3855.09,True,False,2014-08-31 00:00:00,2016-11-03 20:51:54,2020-04-01 00:00:00,2014-08-31 00:00:00
223713,990764813,990764813,20000.0,3196.91,56.65,EZ Putt Putt #804489,US,US,09,01,entertainment,910,910,4008,PURCHASE,0,16803.09,True,False,2015-01-10 00:00:00,2016-01-15 16:15:33,2029-10-01 00:00:00,2015-01-10 00:00:00
267624,766968247,766968247,250.0,250.0,56.43,ebay.com,US,US,02,01,online_retail,615,615,6919,PURCHASE,0,0.0,False,False,2015-12-24 00:00:00,2016-01-14 15:41:16,2025-12-01 00:00:00,2015-12-24 00:00:00
566880,568818309,568818309,15000.0,5571.81,17.65,Wendys #857118,US,US,90,01,fastfood,520,520,3740,PURCHASE,0,9428.19,True,False,2015-07-15 00:00:00,2016-06-14 06:08:53,2019-01-01 00:00:00,2016-05-29 00:00:00
151604,875279486,875279486,15000.0,12073.06,197.73,alibaba.com,US,US,09,01,online_retail,216,216,920,PURCHASE,0,2926.94,False,False,2015-02-16 00:00:00,2016-01-27 12:22:52,2031-09-01 00:00:00,2015-02-16 00:00:00
148308,801478216,801478216,5000.0,4403.89,61.41,34th BBQ #192302,US,US,09,08,food,254,254,1442,PURCHASE,0,596.11,True,False,2014-12-10 00:00:00,2016-07-25 13:18:33,2022-03-01 00:00:00,2014-12-10 00:00:00
239464,877017103,877017103,5000.0,4222.57,317.72,oldnavy.com,US,US,02,01,online_retail,731,731,4690,PURCHASE,0,777.43,False,False,2014-01-31 00:00:00,2016-04-22 06:21:45,2022-01-01 00:00:00,2016-04-15 00:00:00
619611,239875038,239875038,7500.0,5336.81,5.11,Hilton Hotels #969930,US,US,80,01,hotels,383,383,8212,PURCHASE,0,2163.19,True,False,2015-03-12 00:00:00,2016-02-26 16:50:07,2020-06-01 00:00:00,2016-02-15 00:00:00
312432,834778769,834778769,5000.0,1317.48,40.37,Fresh Flowers,US,US,09,01,online_gifts,799,799,8830,REVERSAL,0,3682.52,False,False,2015-03-07 00:00:00,2016-06-20 11:54:35,2022-05-01 00:00:00,2015-03-07 00:00:00
417910,384536423,384536423,15000.0,3724.53,663.71,gap.com,US,US,05,08,online_retail,819,819,487,PURCHASE,0,11275.47,False,False,2015-04-12 00:00:00,2016-06-02 20:42:49,2022-01-01 00:00:00,2015-04-12 00:00:00
536510,318001076,318001076,50000.0,4839.7,129.11,sears.com,US,US,05,01,online_retail,633,633,1789,PURCHASE,0,45160.3,False,False,2015-12-11 00:00:00,2016-09-12 10:40:19,2020-01-01 00:00:00,2016-08-31 00:00:00
114740,460693069,460693069,5000.0,4829.21,346.01,Tim Hortons #829008,US,US,02,01,fastfood,582,582,3577,PURCHASE,0,170.79,True,False,2013-05-27 00:00:00,2016-04-03 12:22:47,2026-02-01 00:00:00,2013-05-27 00:00:00
208555,376921747,376921747,5000.0,662.25,230.13,gap.com,US,US,05,08,online_retail,843,843,3502,PURCHASE,0,4337.75,False,False,2015-10-10 00:00:00,2016-03-29 02:10:35,2026-05-01 00:00:00,2015-10-10 00:00:00
519330,111361550,111361550,500.0,318.82,0.0,alibaba.com,US,US,05,01,online_retail,380,380,6682,ADDRESS_VERIFICATION,0,181.18,False,False,2014-11-28 00:00:00,2016-04-23 05:53:32,2023-01-01 00:00:00,2014-11-28 00:00:00
63252,329329907,329329907,10000.0,8547.8,15.4,Shake Shack #124891,US,US,05,08,fastfood,609,609,414,PURCHASE,0,1452.2,True,False,2012-09-10 00:00:00,2016-12-06 08:55:03,2028-05-01 00:00:00,2016-07-07 00:00:00
596536,265582967,265582967,7500.0,3310.5,205.88,Uber,US,US,05,01,rideshare,872,572,7835,PURCHASE,0,4189.5,False,False,2014-10-01 00:00:00,2016-01-27 16:36:57,2022-04-01 00:00:00,2016-01-26 00:00:00
618301,408946795,408946795,10000.0,9827.78,371.72,South Steakhouse #378389,US,US,05,01,food,615,615,3874,PURCHASE,0,172.22,True,False,2015-10-05 00:00:00,2016-01-15 01:46:36,2030-03-01 00:00:00,2015-10-05 00:00:00
443448,791549692,791549692,7500.0,720.49,2.07,KFC #666952,US,US,05,01,fastfood,674,674,6952,PURCHASE,0,6779.51,True,False,2012-10-13 00:00:00,2016-09-29 07:39:53,2023-01-01 00:00:00,2016-01-12 00:00:00
77702,715449542,715449542,15000.0,13666.05,0.0,apple.com,US,US,02,01,online_retail,953,953,8685,ADDRESS_VERIFICATION,0,1333.95,False,False,2009-08-04 00:00:00,2016-12-30 07:48:17,2031-08-01 00:00:00,2009-08-04 00:00:00
554981,450220077,450220077,2500.0,1501.05,39.81,Texas Gas #553568,US,US,02,08,fuel,498,498,5837,PURCHASE,0,998.95,True,False,2010-12-18 00:00:00,2016-11-21 11:28:12,2020-12-01 00:00:00,2010-12-18 00:00:00
410539,812328116,812328116,5000.0,1795.25,178.52,apple.com,US,US,05,01,online_retail,312,312,5335,PURCHASE,0,3204.75,False,False,2011-05-20 00:00:00,2016-02-26 21:31:39,2022-07-01 00:00:00,2016-01-16 00:00:00
96118,157594600,157594600,5000.0,2822.42,235.1,Blue Mountain Online Services,US,US,09,01,online_gifts,465,465,9452,PURCHASE,0,2177.58,False,False,2015-10-23 00:00:00,2016-04-23 20:21:35,2026-08-01 00:00:00,2015-10-23 00:00:00
