,accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
457134,247938071,247938071,15000.0,13629.44,2016-06-03T05:25:55,57.74,Texas Gas #983233,US,US,80,08,fuel,01/2027,2013-11-03,2013-11-03,497,497,8372,PURCHASE,False,,1370.56,,,,True,,,False
369172,335161753,335161753,20000.0,19952.61,2016-12-26T06:52:24,47.39,Golds Gym #956354,US,US,05,01,gym,08/2027,2013-11-01,2013-11-01,857,857,3266,PURCHASE,False,,47.39,,,,False,,,False
73286,674795631,674795631,15000.0,11070.47,2016-05-16T13:55:30,314.25,Universe Massage #511290,US,US,05,01,personal care,02/2020,2009-01-16,2016-01-21,556,556,9401,PURCHASE,False,,3929.53,,,,True,,,False
611827,194596994,194596994,15000.0,8244.42,2016-05-12T18:26:05,24.49,AMC #145832,US,US,05,01,entertainment,08/2028,2012-01-06,2016-03-15,663,663,8002,PURCHASE,False,,6755.58,,,,True,,,False
362726,917216469,917216469,15000.0,14467.16,2016-05-01T10:41:30,15.16,Powerlifting #50742,US,US,09,01,health,12/2028,2014-09-18,2016-03-15,126,126,7872,PURCHASE,False,,532.84,,,,True,,,False
11259,331350937,331350937,1000.0,892.08,2016-10-01T11:03:33,102.27,amazon.com,US,US,05,01,online_retail,09/2025,2013-08-19,2013-08-19,900,900,8092,PURCHASE,False,,107.92,,,,False,,,False
408210,327641742,327641742,2500.0,716.27,2016-04-10T14:04:53,76.36,WSC #679262,US,US,09,08,health,03/2030,2015-11-19,2015-11-19,124,124,2153,PURCHASE,False,,1783.73,,,,False,,,False
143031,496661752,496661752,20000.0,9955.58,2016-01-24T04:20:36,46.65,Next Day Online Services,US,US,09,01,online_gifts,10/2018,2015-11-08,2015-11-08,667,667,6258,REVERSAL,False,,10044.42,,,,False,,,False
459347,511300950,511300950,15000.0,9962.69,2016-04-21T00:49:43,39.38,apple.com,US,US,05,01,online_retail,12/2023,2015-09-22,2015-09-22,459,459,1975,PURCHASE,False,,5037.31,,,,False,,,False
607792,832370571,832370571,2500.0,236.36,2016-12-03T22:23:01,28.15,Franks Pub #632075,US,US,05,08,food,12/2028,2015-06-26,2015-06-26,109,109,7295,PURCHASE,False,,2263.64,,,,True,,,False
438736,931013168,931013168,5000.0,2703.74,2016-06-21T16:21:01,69.1,Regal Cinemas #729464,US,US,02,01,entertainment,09/2030,2013-04-23,2016-04-30,932,932,8265,PURCHASE,False,,2296.26,,,,True,,,False
520857,765970390,765970390,2500.0,1301.71,2016-11-03T15:50:53,20.86,EZ Putt Putt #982199,US,US,05,01,entertainment,01/2030,2012-02-04,2012-02-04,554,554,6062,PURCHASE,False,,1198.29,,,,True,,,False
480103,555995481,555995481,10000.0,5871.69,2016-04-05T05:51:40,115.96,Uber,US,US,09,08,rideshare,04/2026,2014-02-09,2014-02-09,173,173,358,PURCHASE,False,,4128.31,,,,False,,,False
168113,542293379,542293379,1000.0,432.8,2016-10-09T23:17:10,188.96,Lyft,US,US,09,01,rideshare,05/2023,2009-12-01,2016-09-20,625,625,6346,PURCHASE,False,,567.2,,,,False,,,False
17970,462201332,462201332,7500.0,5485.09,2016-05-29T20:10:09,399.83,Seattle News,US,US,05,01,subscriptions,08/2027,2005-01-16,2016-03-24,328,328,3716,PURCHASE,False,,2014.91,,,,False,,,False
118063,402898092,402898092,250.0,140.68,2016-09-12T04:45:12,6.34,Apple iTunes,US,US,09,01,mobileapps,02/2022,2014-03-23,2014-03-23,781,771,528,PURCHASE,False,,109.32,,,,False,,,False
511280,774664949,774664949,7500.0,6361.02,2016-06-23T13:34:12,4.71,sears.com,US,US,05,01,online_retail,09/2031,2012-01-16,2012-01-16,294,294,3573,PURCHASE,False,,1138.98,,,,False,,,False
521878,681830908,681830908,15000.0,13519.98,2016-02-11T05:23:00,57.74,Blue Mountain eCards,US,US,02,01,online_gifts,02/2020,2007-03-14,2016-01-05,691,691,9707,PURCHASE,False,,1480.02,,,,False,,,False
432123,579804669,579804669,10000.0,5971.66,2016-12-27T12:21:56,363.74,Fresh Online Services,US,US,05,08,online_gifts,12/2030,2015-08-21,2016-12-07,426,426,2737,PURCHASE,False,,4028.34,,,,False,,,False
340977,286398427,286398427,500.0,167.86,2016-02-18T05:01:17,5.17,ebay.com,US,US,09,01,online_retail,08/2025,2013-11-13,2013-11-13,381,381,7436,PURCHASE,False,,332.14,,,,False,,,False
289157,459291345,459291345,20000.0,8883.65,2016-05-19T18:37:32,59.24,walmart.com,US,US,05,01,online_retail,09/2031,2012-12-18,2016-01-01,904,904,2505,PURCHASE,False,,11116.35,,,,False,,,False
570760,311710839,311710839,7500.0,791.32,2016-09-30T18:39:39,25.14,Renaissance Hotel #16717,US,US,05,01,hotels,03/2022,2014-06-06,2016-09-06,403,403,2164,PURCHASE,False,,6708.68,,,,True,,,False
309740,278064853,278064853,500.0,141.85,2016-07-16T11:43:16,127.27,amazon.com,US,US,02,01,online_retail,08/2019,2013-08-24,2016-06-19,676,676,7267,PURCHASE,False,,358.15,,,,False,,,False
566050,144991614,144991614,15000.0,7771.43,2016-12-19T00:11:30,30.84,Sunoco Gas #403204,US,US,05,01,fuel,04/2025,2015-06-08,2016-10-27,195,195,3544,PURCHASE,False,,7228.57,,,,True,,,False
291334,719873381,719873381,2500.0,684.41,2016-05-13T00:47:02,87.21,Quizno's #876657,US,US,05,08,fastfood,03/2029,2015-12-22,2016-05-08,986,986,2242,PURCHASE,False,,1815.59,,,,True,,,False
119162,913088788,913088788,15000.0,14751.36,2016-10-05T19:08:35,192.04,Popeyes #93233,US,US,05,01,fastfood,04/2030,2015-08-01,2015-08-01,173,173,989,PURCHASE,False,,248.64,,,,True,,,False
496695,259916487,259916487,7500.0,1954.81,2016-08-21T18:06:11,37.0,cheapfast.com,US,US,05,08,online_retail,05/2024,2015-03-19,2015-03-19,516,516,3489,PURCHASE,False,,5545.19,,,,False,,,False
527578,879179769,879179769,15000.0,5167.63,2016-10-04T05:00:38,728.02,amazon.com,US,US,02,01,online_retail,10/2025,2013-08-18,2016-07-10,517,517,8019,PURCHASE,False,,9832.37,,,,False,,,False
213169,184979812,184979812,2500.0,2066.09,2016-07-21T05:43:10,29.31,Dallas Post,US,US,09,01,subscriptions,02/2025,2015-05-04,2016-06-10,899,899,3358,PURCHASE,False,,433.91,,,,True,,,False
503451,434887639,434887639,500.0,424.63,2016-09-11T10:33:52,39.41,GreenCook,US,US,02,01,food_delivery,06/2028,2011-10-29,2011-10-29,898,898,3823,PURCHASE,False,,75.37,,,,False,,,False
565435,144991614,144991614,15000.0,2485.57,2016-06-28T03:29:29,86.45,Lyft,US,US,02,01,rideshare,10/2025,2015-06-08,2016-04-19,195,195,3544,REVERSAL,False,,12514.43,,,,False,,,False
423929,324073765,324073765,15000.0,3751.35,2016-04-25T08:58:40,86.53,Next Day Online Services,US,US,05,01,online_gifts,12/2024,2015-06-11,2015-06-11,523,523,1756,PURCHASE,False,,11248.65,,,,False,,,False
379234,223537107,223537107,7500.0,5941.43,2016-01-14T23:39:02,43.98,Taco Bell #395016,US,US,02,01,fastfood,09/2018,2013-09-25,2013-09-25,929,929,551,REVERSAL,False,,1558.57,,,,True,,,False
453741,720322017,720322017,2500.0,1504.14,2016-01-28T20:08:47,44.29,Subway #47890,US,US,05,01,fastfood,10/2029,2013-08-04,2013-08-04,709,709,8598,PURCHASE,False,,995.86,,,,True,,,False
619546,239875038,239875038,7500.0,3076.25,2016-02-21T21:42:31,45.93,Next Day eCards,US,US,05,01,online_gifts,07/2030,2015-03-12,2016-02-15,324,324,1437,PURCHASE,False,,4423.75,,,,False,,,False
86354,456044564,456044564,10000.0,1085.31,2016-07-05T14:56:18,29.68,Shell Gas #864436,US,US,02,01,fuel,02/2030,2012-10-05,2016-07-05,746,746,5658,PURCHASE,False,,8914.69,,,,True,,,False
494735,644273001,644273001,7500.0,2705.71,2016-08-18T23:45:17,234.17,Shake Shack #59998,US,US,02,01,fastfood,03/2030,2012-03-10,2012-03-10,116,116,7598,PURCHASE,False,,4794.29,,,,True,,,False
529755,318001076,318001076,50000.0,19980.45,2016-01-08T23:55:28,4.15,walmart.com,US,US,02,01,online_retail,12/2022,2015-12-11,2015-12-11,633,633,1789,PURCHASE,False,,30019.55,,,,False,,,False
169789,927002454,927002454,10000.0,1602.46,2016-02-25T18:10:00,232.88,Burger King #627282,US,US,05,01,fastfood,01/2021,2013-10-14,2013-10-14,673,673,5942,PURCHASE,False,,8397.54,,,,True,,,False
565649,144991614,144991614,15000.0,1209.19,2016-09-02T05:05:51,222.58,apple.com,US,US,02,01,online_retail,11/2022,2015-06-08,2016-04-19,195,195,3544,PURCHASE,False,,13790.81,,,,False,,,False
411618,812328116,812328116,5000.0,3131.51,2016-05-09T17:42:46,128.27,sears.com,US,US,09,08,online_retail,09/2025,2011-05-20,2016-05-05,312,312,5335,PURCHASE,False,,1868.49,,,,False,,,False
297669,452644374,452644374,2500.0,2088.46,2016-01-03T10:40:43,290.37,cheapfast.com,US,US,09,01,online_retail,04/2020,2010-12-18,2010-12-18,329,329,383,PURCHASE,False,,411.54,,,,False,,,False
82826,456044564,456044564,10000.0,3260.24,2016-02-01T02:28:08,59.84,Dinosaur Sandwitch Bar #08794,US,US,05,01,food,10/2020,2012-10-05,2016-01-17,746,746,5658,PURCHASE,False,,6739.76,,,,True,,,False
380405,442188500,442188500,5000.0,3221.54,2016-10-29T03:52:32,11.2,Renaissance Hotel #372905,US,US,05,01,hotels,03/2020,2013-12-02,2016-03-04,163,163,1217,PURCHASE,False,,1778.46,,,,True,,,False
151460,332348108,332348108,15000.0,14850.94,2016-11-29T14:46:33,38.4,cheapfast.com,US,US,05,01,online_retail,06/2026,2015-02-23,2015-02-23,241,241,7113,PURCHASE,False,,149.06,,,,False,,,False
114227,313507595,313507595,5000.0,1324.98,2016-06-17T21:36:20,30.29,Daily Fresh,US,US,05,01,food_delivery,02/2024,2011-07-29,2011-07-29,499,499,21,PURCHASE,False,,3675.02,,,,False,,,False
282962,255043889,255043889,5000.0,4800.11,2016-04-06T23:59:38,239.84,discount.com,US,US,02,01,online_retail,04/2021,2015-01-30,2015-01-30,325,325,9985,PURCHASE,False,,199.89,,,,False,,,False
414246,812328116,812328116,5000.0,1819.98,2016-10-30T10:09:27,25.97,oldnavy.com,US,US,09,01,online_retail,04/2024,2011-05-20,2016-07-20,312,312,5335,PURCHASE,False,,3180.02,,,,False,,,False
441495,792594328,792594328,7500.0,5827.68,2016-07-24T07:19:37,140.09,cheapfast.com,US,US,05,01,online_retail,12/2028,2015-12-01,2015-12-01,177,177,1040,PURCHASE,False,,1672.32,,,,False,,,False
554779,914905284,914905284,500.0,77.55,2016-12-29T11:46:50,238.8,Convenient Tire,US,US,09,01,auto,03/2027,2012-04-04,2016-12-08,791,791,2161,PURCHASE,False,,422.45,,,,False,,,False
628409,392264564,392264564,2500.0,1635.79,2016-08-21T03:07:50,0.0,Quizno's #604182,US,US,05,01,fastfood,06/2020,2012-05-06,2012-05-06,635,635,8001,ADDRESS_VERIFICATION,False,,864.21,,,,False,,,False
261208,594564236,594564236,10000.0,6195.63,2016-07-22T10:15:16,381.91,cheapfast.com,US,US,09,01,online_retail,07/2025,2015-07-13,2015-07-13,712,712,5090,PURCHASE,False,,3804.37,,,,False,,,False
204585,316913740,316913740,7500.0,3528.64,2016-08-30T19:45:51,139.31,Mobile eCards,US,US,05,01,online_gifts,07/2030,2015-06-24,2015-06-24,517,517,1596,PURCHASE,False,,3971.36,,,,False,,,False
172525,924159250,924159250,5000.0,2468.29,2016-09-27T00:38:33,54.68,Mobile eCards,US,US,05,01,online_gifts,10/2023,2013-08-23,2016-08-13,233,233,8900,PURCHASE,False,,2531.71,,,,False,,,False
101484,569056898,569056898,500.0,32.94,2016-03-29T12:30:00,272.4,Burger King #651216,US,US,05,01,fastfood,08/2021,2014-07-23,2014-07-23,126,126,6339,PURCHASE,False,,467.06,,,,True,,,False
260469,873486392,873486392,2500.0,2500.0,2016-07-28T00:08:22,4.94,Apple iTunes,US,US,05,01,mobileapps,11/2026,2014-11-12,2014-11-12,894,894,838,PURCHASE,False,,0.0,,,,False,,,False
375153,211909403,211909403,7500.0,4100.8,2016-11-19T06:24:42,207.27,KFC #583688,US,US,05,01,fastfood,03/2022,2015-12-29,2016-09-22,777,777,5272,PURCHASE,False,,3399.2,,,,True,,,False
251832,527615830,527615830,20000.0,15480.95,2016-10-13T09:18:11,20.18,Lyft,US,US,05,01,rideshare,12/2026,2015-12-14,2016-09-11,976,976,1849,PURCHASE,False,,4519.05,,,,False,,,False
306415,307714396,307714396,20000.0,15459.02,2016-04-27T09:13:01,74.18,Universe Massage #396482,US,US,02,01,personal care,04/2024,2015-04-24,2015-04-24,107,107,1746,PURCHASE,False,,4540.98,,,,True,,,False
248610,383501088,383501088,15000.0,7990.33,2016-12-17T02:07:57,65.65,EZ Putt Putt #40513,US,US,05,01,entertainment,09/2021,2013-07-28,2016-07-03,232,232,4676,PURCHASE,False,,7009.67,,,,True,,,False
375969,785637183,785637183,250.0,119.99,2016-10-06T08:34:28,230.74,staples.com,US,US,09,01,online_retail,11/2025,2014-05-08,2014-05-08,721,721,7874,PURCHASE,False,,130.01,,,,False,,,False
215881,513741906,513741906,7500.0,3367.45,2016-08-31T18:50:04,144.51,Renaissance Hotel #81852,US,US,02,08,hotels,06/2023,2014-02-15,2016-07-23,766,766,0000,PURCHASE,False,,4132.55,,,,True,,,False
87796,456044564,456044564,10000.0,4851.01,2016-09-04T05:06:39,34.4,EZ Putt Putt #240241,US,US,02,01,entertainment,07/2031,2012-10-05,2016-08-26,746,746,5658,PURCHASE,False,,5148.99,,,,True,,,False
48856,959451017,959451017,7500.0,5334.22,2016-04-01T11:30:24,119.18,Lyft,US,US,09,01,rideshare,08/2020,2014-03-28,2014-03-28,678,678,3836,PURCHASE,False,,2165.78,,,,False,,,False
359037,888132996,888132996,7500.0,4664.64,2016-02-29T22:40:04,79.15,ethanallen.com,US,US,05,01,furniture,04/2020,2007-12-03,2007-12-03,794,794,6087,REVERSAL,False,,2835.36,,,,True,,,False
50703,308161865,308161865,20000.0,13728.46,2016-12-04T12:02:34,159.79,Hardee's #354068,US,US,09,01,fastfood,12/2021,2014-03-07,2014-03-07,375,375,8687,PURCHASE,False,,6271.54,,,,True,,,False
407136,976980027,976980027,5000.0,2914.54,2016-02-28T06:51:19,115.07,Next Day Online Services,US,US,02,08,online_gifts,04/2031,2011-06-01,2011-06-01,873,873,1311,PURCHASE,False,,2085.46,,,,False,,,False
549223,351078699,351078699,20000.0,9924.89,2016-06-27T21:12:53,18.8,Walgreens #482971,US,US,05,01,health,12/2028,2011-01-27,2011-01-27,121,121,8791,PURCHASE,False,,10075.11,,,,False,,,False
416737,832350956,832350956,15000.0,11293.52,2016-08-04T10:39:03,6.88,Popeyes #767007,US,US,05,01,fastfood,12/2023,2015-03-30,2016-06-11,159,159,3147,PURCHASE,False,,3706.48,,,,True,,,False
509319,870330037,870330037,2500.0,2371.6,2016-07-27T04:42:50,64.0,oldnavy.com,US,US,05,01,online_retail,08/2018,2015-03-04,2016-05-25,591,591,3574,PURCHASE,False,,128.4,,,,False,,,False
88450,456044564,456044564,10000.0,4095.32,2016-10-02T10:47:00,771.79,apple.com,US,US,05,01,online_retail,02/2029,2012-10-05,2016-09-26,746,746,5658,PURCHASE,False,,5904.68,,,,False,,,False
606174,946281748,946281748,500.0,341.58,2016-12-10T02:49:34,229.6,Universe Massage #782984,US,US,09,08,personal care,05/2023,2015-04-17,2016-02-11,938,938,40,PURCHASE,False,,158.42,,,,True,,,False
173407,822203001,822203001,5000.0,3719.04,2016-01-21T03:28:53,33.86,Merchants Auto Services,US,US,05,01,auto,07/2029,2014-01-11,2016-01-14,180,180,6060,PURCHASE,False,,1280.96,,,,True,,,False
98740,555620427,555620427,15000.0,2300.25,2016-12-21T14:09:11,196.56,Burger King #301056,US,US,05,01,fastfood,05/2024,2011-06-05,2016-11-26,954,954,8087,PURCHASE,False,,12699.75,,,,True,,,False
6019,398189423,398189423,250.0,60.15,2016-12-21T02:04:47,9.44,34th BBQ #538716,US,US,09,01,food,12/2022,2012-06-13,2016-04-26,340,340,9238,PURCHASE,False,,189.85,,,,True,,,False
46411,173658232,173658232,5000.0,3183.77,2016-07-06T16:45:37,4.4,Apple iTunes,US,US,09,01,mobileapps,05/2019,2010-08-30,2010-08-30,123,123,9556,PURCHASE,False,,1816.23,,,,False,,,False
72633,697150961,697150961,5000.0,403.15,2016-07-28T02:31:06,282.99,EZ Putt Putt #69446,US,US,09,01,entertainment,02/2030,2013-03-23,2016-03-16,675,675,7049,PURCHASE,False,,4596.85,,,,True,,,False
121768,288191453,288191453,15000.0,14158.93,2016-03-27T22:53:26,104.44,Dinosaur Sandwitch Bar #160554,MEX,MEX,02,01,food,03/2019,2015-01-02,2015-01-02,357,357,6713,PURCHASE,False,,841.07,,,,True,,,False
28378,600385112,600385112,5000.0,1814.66,2016-10-29T09:49:33,292.66,Lyft,US,US,05,01,rideshare,01/2030,2014-07-17,2016-07-19,342,342,8582,PURCHASE,False,,3185.34,,,,False,,,False
144084,343248184,343248184,15000.0,6401.07,2016-04-26T16:50:50,47.79,oldnavy.com,US,US,05,01,online_retail,06/2026,2015-11-27,2015-11-27,780,780,6431,PURCHASE,False,,8598.93,,,,False,,,False
15985,182040771,182040771,7500.0,1420.91,2016-04-27T11:11:58,31.26,Franks Pub #960098,US,US,05,08,food,07/2018,2012-03-21,2016-02-03,323,323,7308,PURCHASE,False,,6079.09,,,,True,,,False
447586,404115780,404115780,15000.0,11132.97,2016-07-11T08:04:11,113.87,apple.com,US,US,02,01,online_retail,09/2020,2010-10-12,2010-10-12,499,499,2581,PURCHASE,False,,3867.03,,,,False,,,False
253628,778536189,778536189,7500.0,7500.0,2016-07-01T03:43:41,124.84,Lyft,US,US,02,01,rideshare,05/2024,2004-07-09,2016-04-28,812,812,5300,PURCHASE,False,,0.0,,,,False,,,False
433697,486711919,486711919,7500.0,1988.9,2016-08-15T05:43:53,11.92,Universe Massage #594526,US,US,02,99,personal care,10/2029,2015-12-12,2016-03-04,595,595,9309,PURCHASE,False,,5511.1,,,,True,,,False
181519,380315490,380315490,500.0,337.67,2016-03-25T18:27:52,297.92,Best Bistro #44077,US,US,02,08,food,11/2030,2012-05-08,2012-05-08,814,814,6069,PURCHASE,False,,162.33,,,,True,,,False
245033,395834315,395834315,2500.0,1234.64,2016-03-12T03:58:12,165.85,Dunkin' Donuts #387966,US,US,09,01,fastfood,11/2021,2015-01-25,2016-03-07,827,827,78,PURCHASE,False,,1265.36,,,,True,,,False
405308,261355360,261355360,15000.0,10121.34,2016-12-23T18:42:03,174.07,Hardee's #611074,US,US,05,01,fastfood,09/2026,2012-08-16,2016-01-19,767,767,4597,PURCHASE,False,,4878.66,,,,True,,,False
521616,372992189,372992189,2500.0,2500.0,2016-09-04T11:17:31,76.08,Uber,US,US,05,01,rideshare,06/2031,2012-07-24,2012-07-24,572,572,363,PURCHASE,False,,0.0,,,,False,,,False
475310,469441960,469441960,5000.0,3402.64,2016-09-26T21:01:50,387.99,American Airlines,US,US,02,01,airline,01/2019,2014-09-23,2014-09-23,265,265,3749,REVERSAL,False,,1597.36,,,,False,,,False
372274,745114939,745114939,7500.0,7155.69,2016-08-17T12:11:13,4.16,Apple iTunes,US,US,09,08,mobileapps,04/2028,2014-09-16,2014-09-16,961,961,158,PURCHASE,False,,344.31,,,,False,,,False
81492,379847861,379847861,20000.0,20000.0,2016-04-02T01:43:52,234.05,KFC #710997,US,US,05,08,fastfood,03/2028,2011-10-29,2011-10-29,490,490,9012,PURCHASE,False,,0.0,,,,True,,,False
118205,485841698,485841698,15000.0,14570.27,2016-09-26T01:40:18,80.39,Verizon Wireless #258181,US,US,09,01,cable/phone,01/2023,2015-06-17,2015-06-17,729,729,274,PURCHASE,False,,429.73,,,,False,,,False
175046,822203001,822203001,5000.0,4524.4,2016-08-02T10:05:15,395.52,target.com,US,US,09,01,online_retail,02/2031,2014-01-11,2016-03-26,180,180,6060,PURCHASE,False,,475.6,,,,False,,,False
538335,318001076,318001076,50000.0,4549.39,2016-11-16T10:52:05,933.07,discount.com,US,US,05,01,online_retail,10/2026,2015-12-11,2016-11-14,633,633,1789,PURCHASE,False,,45450.61,,,,False,,,False
292837,458822088,458822088,15000.0,15000.0,2016-11-01T09:04:40,142.48,pottery-barn.com,US,US,05,01,furniture,03/2022,2014-11-05,2014-11-05,642,642,3971,PURCHASE,False,,0.0,,,,True,,,False
26654,132245147,132245147,1000.0,848.33,2016-02-24T23:28:23,152.96,walmart.com,US,US,09,01,online_retail,01/2027,2013-05-14,2013-05-14,105,105,894,PURCHASE,False,,151.67,,,,False,,,False
600956,700321326,700321326,2500.0,267.06,2016-07-23T07:40:38,164.93,Hyatt House #107859,US,US,05,01,hotels,08/2025,2009-03-05,2016-01-26,187,187,4019,PURCHASE,False,,2232.94,,,,True,,,False
117399,640381056,640381056,7500.0,6467.78,2016-09-20T20:35:13,117.13,Wall Street News,US,US,09,01,subscriptions,09/2021,2013-12-28,2016-09-14,209,209,3606,PURCHASE,False,,1032.22,,,,False,,,False
401494,517622547,517622547,5000.0,1617.8,2016-05-07T11:02:25,303.49,oldnavy.com,US,US,09,01,online_retail,04/2023,2012-02-02,2012-02-02,489,489,2286,PURCHASE,False,,3382.2,,,,False,,,False
82796,456044564,456044564,10000.0,1000.02,2016-01-30T11:35:55,138.93,LES Pizza,US,US,09,01,food,06/2030,2012-10-05,2016-01-17,746,746,5658,PURCHASE,False,,8999.98,,,,True,,,False
222556,149326974,149326974,7500.0,3112.74,2016-06-16T21:56:57,265.25,Dunkin' Donuts #459514,US,US,02,01,fastfood,11/2028,2014-05-01,2014-05-01,727,727,8244,PURCHASE,False,,4387.26,,,,True,,,False
454862,920221493,920221493,15000.0,2154.11,2016-03-17T12:56:34,21.6,Quizno's #652547,US,US,09,01,fastfood,11/2029,2015-09-09,2016-03-04,520,520,5368,PURCHASE,False,,12845.89,,,,True,,,False
142884,903360157,903360157,50000.0,32058.11,2016-12-24T04:49:30,10.05,EZ Putt Putt #69446,US,US,02,08,entertainment,09/2031,2015-03-28,2016-12-01,722,722,7104,PURCHASE,False,,17941.89,,,,True,,,False
36936,798981461,798981461,5000.0,1153.47,2016-10-23T05:20:41,130.6,oldnavy.com,US,US,05,01,online_retail,07/2026,2011-11-23,2016-09-18,426,726,4231,PURCHASE,False,,3846.53,,,,False,,,False
486713,175089467,175089467,20000.0,17316.17,2016-04-07T23:12:56,629.94,Regal Cinemas #729464,US,US,02,01,entertainment,12/2018,2015-10-01,2015-10-01,583,583,9577,PURCHASE,False,,2683.83,,,,True,,,False
134287,472317736,472317736,5000.0,1228.02,2016-04-28T21:13:09,275.22,ebay.com,US,US,05,01,online_retail,08/2026,2008-08-25,2008-08-25,618,618,7260,PURCHASE,False,,3771.98,,,,False,,,False
501288,862899596,862899596,10000.0,1229.29,2016-10-27T10:07:12,105.48,Next Day Online Services,US,US,09,01,online_gifts,10/2027,2015-11-11,2015-11-11,934,934,9371,PURCHASE,False,,8770.71,,,,False,,,False
404966,885501905,885501905,250.0,214.25,2016-06-17T02:43:27,309.07,Uber,US,US,05,01,rideshare,07/2029,2015-03-15,2016-02-07,440,440,6472,PURCHASE,False,,35.75,,,,False,,,False
355247,367283610,367283610,2500.0,2232.71,2016-07-17T20:35:07,33.63,Ricks Repair,US,US,02,01,auto,02/2023,2015-12-06,2015-12-06,413,413,4596,PURCHASE,False,,267.29,,,,False,,,False
583019,717335191,717335191,500.0,56.5,2016-11-07T15:01:38,517.65,Rodeway Inn #368799,US,US,02,01,hotels,04/2031,2012-08-22,2012-08-22,119,119,4108,PURCHASE,False,,443.5,,,,False,,,False
41613,155038173,155038173,50000.0,49289.7,2016-04-26T16:52:32,403.41,Minneapolis News,US,US,02,01,subscriptions,08/2028,2014-12-12,2014-12-12,861,861,7044,PURCHASE,False,,710.3,,,,True,,,False
115885,910893563,910893563,15000.0,10452.81,2016-10-30T01:39:29,104.24,Ray's Fries #24425,US,US,09,08,food,08/2019,2015-05-03,2016-06-30,701,701,5766,PURCHASE,False,,4547.19,,,,True,,,False
230618,854435901,854435901,2500.0,275.23,2016-06-27T16:32:30,175.35,Dinosaur Fries,US,US,05,01,food,02/2030,2015-03-18,2015-03-18,129,129,9457,PURCHASE,False,,2224.77,,,,True,,,False
537354,318001076,318001076,50000.0,3336.46,2016-10-12T23:48:44,115.44,discount.com,US,US,05,01,online_retail,06/2020,2015-12-11,2016-10-01,633,633,1789,PURCHASE,False,,46663.54,,,,False,,,False
447370,346845126,346845126,10000.0,7107.66,2016-04-12T20:34:17,144.75,amazon.com,US,US,09,01,online_retail,01/2019,2015-07-10,2015-07-10,746,746,2772,PURCHASE,False,,2892.34,,,,False,,,False
421158,289059209,289059209,7500.0,4901.85,2016-09-17T13:52:53,411.51,Subway #334533,US,US,02,01,fastfood,07/2025,2012-10-30,2016-07-18,148,148,9716,PURCHASE,False,,2598.15,,,,True,,,False
37793,906657026,906657026,5000.0,1124.74,2016-06-08T12:12:11,778.94,Icelandic Airlines,US,US,05,01,airline,11/2029,2015-10-31,2016-02-06,710,710,8566,PURCHASE,False,,3875.26,,,,False,,,False
568664,820950774,820950774,7500.0,1458.93,2016-06-23T19:50:43,265.97,South Steakhouse #485411,US,US,02,08,food,05/2030,2011-02-27,2016-03-06,855,855,8466,PURCHASE,False,,6041.07,,,,True,,,False
529136,950026328,950026328,5000.0,319.4,2016-11-16T17:12:29,174.06,ebay.com,US,US,02,01,online_retail,10/2028,2012-02-27,2012-02-27,911,911,5141,PURCHASE,False,,4680.6,,,,False,,,False
318418,752400277,752400277,1000.0,907.71,2016-10-12T13:14:19,309.58,target.com,US,US,02,08,online_retail,09/2018,2015-03-06,2015-03-06,548,548,2359,PURCHASE,False,,92.29,,,,False,,,False
334402,568765450,568765450,20000.0,4534.13,2016-02-13T07:26:55,208.42,Lyft,US,US,05,01,rideshare,04/2025,2015-02-20,2016-02-12,528,528,261,PURCHASE,False,,15465.87,,,,False,,,False
453842,720322017,720322017,2500.0,372.86,2016-04-09T03:36:46,101.32,Domino's Pizza #559084,US,US,05,01,fastfood,07/2030,2013-08-04,2013-08-04,709,709,8598,PURCHASE,False,,2127.14,,,,True,,,False
420522,289059209,289059209,7500.0,6255.24,2016-06-07T14:24:29,338.57,Uber,US,US,09,01,rideshare,11/2024,2012-10-30,2016-05-04,148,148,9716,PURCHASE,False,,1244.76,,,,False,,,False
113439,899404344,899404344,5000.0,2441.82,2016-02-25T05:48:18,37.65,Convenient Auto Services,US,US,02,01,auto,10/2020,2012-03-22,2012-03-22,279,279,8069,PURCHASE,False,,2558.18,,,,True,,,False
344733,716111678,716111678,2500.0,598.17,2016-12-03T09:46:27,51.03,Sunoco Gas #292668,US,US,02,01,fuel,11/2031,2015-08-29,2015-08-29,622,622,2536,PURCHASE,False,,1901.83,,,,True,,,False
225558,990764813,990764813,20000.0,2848.9,2016-10-04T06:41:01,368.45,Uptown Diner,US,US,09,01,food,07/2018,2015-01-10,2016-06-12,910,910,4008,PURCHASE,False,,17151.1,,,,True,,,False
138849,226896970,226896970,50000.0,21299.24,2016-12-27T11:18:29,88.36,AMC #128743,US,US,05,01,entertainment,05/2028,2014-05-25,2016-08-04,874,874,3165,PURCHASE,False,,28700.76,,,,True,,,False
